Ticker,Name,Sector,Industry,Year,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,ROE,ROA,Asset_Turnover,Inventory_Days,Receivables_Days,Payables_Days,Debt_to_Equity,Debt_to_Assets,Interest_Coverage,Current_Ratio,Quick_Ratio,ROA_t+1,Sector_Basic Materials,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,Cluster,Predicted_ROA
0370.KL,XPB,Industrials,Rental & Leasing Services,2022-12-31,0.4927698692698743,0.3027776399138527,0.2385674293023092,0.3984734277180007,0.3287155689288606,0.2462772261212228,1.0323170553560512,0.0,64.30492307495419,51.32356335906609,0.3347379865609659,0.2507892859357654,153.71987234373785,1.9976857752503592,1.9976857752503592,0.2775741054672254,0,0,0,0,0,0,1,0,0,0,0,0.21011233
0370.KL,XPB,Industrials,Rental & Leasing Services,2021-12-31,0.599384628366317,0.4359997317592267,0.2925470169769834,0.5069017968357412,0.3272639261482066,0.2508870455958729,0.8575956377487586,0.0,152.81935193794394,56.97924173980383,0.3044273584191392,0.23338007782057,87.31588267083673,3.373092808167066,3.373092808167066,0.2462772261212228,0,0,0,0,0,0,1,0,0,0,0,0.21944481
0372.KL,Cheeding Holdings Berhad,Industrials,Engineering & Construction,2024-03-31,0.4449129831880939,0.3104673707429015,0.2320187018349983,0.3395076910875614,0.4809975537961332,0.3216302407515659,1.386225499099187,0.0,69.04558910861913,28.470042751989137,0.4954985348149089,0.3313266601603421,110.49473722053342,2.560277114113356,2.560277114113356,0.1907982627250169,0,0,0,0,0,0,1,0,0,0,4,0.21868543
0372.KL,Cheeding Holdings Berhad,Industrials,Engineering & Construction,2023-03-31,0.4844767483351267,0.3111946691147169,0.2226667140443271,0.3466813667314808,0.3039298647513215,0.2069430188726796,0.929384617547653,0.0,68.47955191630413,85.32791798736538,0.4686644971498773,0.3191092983178785,222.0476415558838,2.437309240285116,2.437309240285116,0.3216302407515659,0,0,0,0,0,0,1,0,0,0,0,0.18714473
0372.KL,Cheeding Holdings Berhad,Industrials,Engineering & Construction,2022-03-31,0.5111900409958877,-0.0702011991299804,-0.0290971970761252,0.1322580689393734,-0.0146395290209072,-0.0126815914790032,0.4358355014685826,0.0,20.711820331542786,113.22074012184028,0.1543921001670643,0.1337432057484806,-28.51369953673064,3.2603272314293186,3.2603272314293186,0.2069430188726796,0,0,0,0,0,0,1,0,0,0,0,0.021978682
1287.KL,Exsim Hospitality Berhad,Real Estate,Real Estate—Development,2024-06-30,0.4382791922739245,-0.6012291483757682,-2.340649692712906,-1.962071992976295,-0.4758674853634156,-0.2509507135057796,0.1072141270379155,10.725226633322912,22.94468832309043,64.57955611128477,0.8962587462516065,0.4726458074475695,-17.328804347826086,2.1281553398058253,2.1174186179326098,0.1053184780323733,0,0,0,0,0,0,0,1,0,0,2,0.0155254025
1287.KL,Exsim Hospitality Berhad,Real Estate,Real Estate—Development,2023-06-30,0.4840956145303971,-0.0331262939958592,-0.1505740636175419,0.2857142857142857,-0.0193507812877944,-0.0116701433968869,0.0775043398345757,9.321415541773076,35.4488989271598,188.4257570229844,0.6581442600745006,0.3969161646073726,-0.2244897959183673,3.452671836821417,3.4452353128651865,-0.2509507135057796,0,0,0,0,0,0,0,1,0,0,1,0.0155254025
1287.KL,Exsim Hospitality Berhad,Real Estate,Real Estate—Development,2022-06-30,0.6152534113060428,0.1364522417153996,-0.0151072124756335,0.4483430799220272,-0.0020709466230209,-0.0012050768722424,0.0797683142529495,15.7188093730209,6.581384015594542,306.74794173527545,0.7185182710935935,0.4181033644968804,0.9238329238329238,4.877870563674321,4.8677303906949,-0.0116701433968869,0,0,0,0,0,0,0,1,0,0,1,0.016574007
1368.KL,UEM Edgenta Berhad,Industrials,Engineering & Construction,2023-12-31,0.1181222752894788,0.0341935551051009,0.0107988781828784,0.0300394996251353,0.0191544745079014,0.0105310189823715,0.9751956456985024,2.40687599012093,65.41403451531392,49.239533991282016,0.8188624044800489,0.450205800319532,3.780743523655585,1.9378045486352609,1.9199873235452385,0.0172437848428496,0,0,0,0,0,0,1,0,0,0,0,-0.0031934753
1368.KL,UEM Edgenta Berhad,Industrials,Engineering & Construction,2022-12-31,0.1313485460818527,0.0416796605206232,0.0181797720663378,0.0448909090837044,0.0289634483163523,0.0159931201591259,0.8797206092995676,2.860186829939867,57.74790193011731,56.95631328820877,0.8109942292796037,0.4478171250728996,5.805175506021009,1.9714747715054388,1.95152012192572,0.0105310189823715,0,0,0,0,0,0,1,0,0,0,0,0.0007477114
1368.KL,UEM Edgenta Berhad,Industrials,Engineering & Construction,2021-12-31,0.1353738535051574,0.0399804224527595,0.0183225427081052,0.0431264400708072,0.027286103595337,0.0147117233552942,0.8029302258788751,12.296013093263266,69.01481271772825,75.87151276835337,0.8547183723052837,0.4608345854917743,4.871347622567135,1.4121053997100677,1.354930689406855,0.0159931201591259,0,0,0,0,0,0,1,0,0,0,0,0.0003039837
1481.KL,Advance Synergy Berhad,Consumer Cyclical,Travel Services,2023-12-31,0.2351912256664557,-0.2260872286709833,-0.171574525500233,-0.1712024370057656,-0.1010564649592816,-0.0660130342929544,0.3847484590179726,74.70838846375942,64.89416342683072,34.16113088986192,0.530856232283013,0.3467707947279482,-5.730466012613875,2.3382098312545856,2.007938371239912,-0.0987679236334648,0,0,1,0,0,0,0,0,0,0,1,-0.021283725
1481.KL,Advance Synergy Berhad,Consumer Cyclical,Travel Services,2022-12-31,0.2740248949000831,-0.1479666971065643,-0.1451695173219471,-0.0764041431168809,-0.062621659843956,-0.0423175295608766,0.29150423822811,74.4307480480038,80.2633051147255,40.24211552191109,0.4798042440986658,0.3242349425689814,-5.145367887995234,2.4574446475726184,2.176276191815497,-0.0660130342929544,0,0,1,0,0,0,0,0,0,0,1,-0.013843395
1481.KL,Advance Synergy Berhad,Consumer Cyclical,Travel Services,2021-12-31,0.3897407232231156,0.0812830545642172,-0.0969084576686589,0.2125639592380788,-0.0212874878157514,-0.0147206742588717,0.1519028845676545,191.825080322417,127.87006062690804,299.5032692632884,0.4460946177735128,0.3084823166414551,1.2818946796959827,2.198432896961668,1.8733766799728069,-0.0423175295608766,0,0,1,0,0,0,0,0,0,0,1,0.0155254025
1503.KL,GuocoLand (Malaysia) Berhad,Real Estate,Real Estate—Development,2024-06-30,0.2241409276563436,0.0838513151936772,0.1520145263610459,0.2613487195671364,0.0360763447355466,0.0234306650132571,0.1541343815893458,679.5431715217987,59.83501191472623,55.11315704925087,0.5397063939557252,0.3505255262135676,4.07266764136405,2.437873017942105,0.9676190165827134,0.0070532284589401,0,0,0,0,0,0,0,1,0,0,1,0.021412255
1503.KL,GuocoLand (Malaysia) Berhad,Real Estate,Real Estate—Development,2023-06-30,0.3142657171997633,0.155796375725511,0.0796732581403433,0.2199751812482588,0.0244723446805922,0.0154101483615306,0.1934168216691462,942.0212658805834,58.47156318996936,102.73866200209504,0.5880667795310893,0.3703035584591276,3.0942811250980538,2.618387139863401,0.9350817992103656,0.0234306650132571,0,0,0,0,0,0,0,1,0,0,1,0.0155254025
1503.KL,GuocoLand (Malaysia) Berhad,Real Estate,Real Estate—Development,2022-06-30,0.278303299498233,0.1273907654596305,0.0605875604170794,0.2107375376094879,0.0188977249292026,0.0112481229248455,0.1856506987146285,947.3997810153736,43.08783687273364,103.30116132080288,0.6800780944045517,0.4047895729785007,3.0110592777286254,2.534590048276245,0.9231761646941316,0.0154101483615306,0,0,0,0,0,0,0,1,0,0,1,0.0155254025
1538.KL,Symphony Life Berhad,Real Estate,Real Estate—Development,2024-03-31,0.2075739309268846,-0.3430111339621303,-0.113169278774555,0.1413942273597617,-0.0087047593072412,-0.0066014819619614,0.0583328093405302,998.6117773402542,135.59435501028295,505.2836047968498,0.3186068457657166,0.2416238371496556,0.2766459994095069,2.0091751650599794,1.0615541985679304,-0.005348132165268,0,0,0,0,0,0,0,1,0,0,1,0.0051908437
1538.KL,Symphony Life Berhad,Real Estate,Real Estate—Development,2023-03-31,0.3317953410465585,-0.4554731846521294,-0.5518936691584727,-0.4345203014981854,-0.0792807364631233,-0.059691653233179,0.1081578872325114,673.4808922002112,159.17731629392972,230.23181190451325,0.3281712294585249,0.2470850310410016,-6.940288641621681,2.531631062294008,1.399824884858235,-0.0066014819619614,0,0,0,0,0,0,0,1,0,0,1,0.0155254025
1538.KL,Symphony Life Berhad,Real Estate,Real Estate—Development,2022-03-31,0.2039762379963577,0.1010187555860196,0.1262826845150494,0.2140831535727005,0.0384301944516304,0.0278342888162947,0.220412552387399,678.9408891946765,81.78645108830783,111.10336793141728,0.3806781522340413,0.2757182415163703,4.06550598476605,4.080689976986627,1.7439258481541575,-0.059691653233179,0,0,0,0,0,0,0,1,0,0,1,0.02158245
1562.KL,Sports Toto Berhad,Consumer Cyclical,Gambling,2024-06-30,0.1747666968528539,0.0615622012715957,0.0342940994709341,0.0691375917463957,0.1777577167629351,0.0550388039260442,1.604905939364068,36.98583886593488,17.939996456951327,14.662079487965544,2.229679863715577,0.6903717884751733,4.545695282033246,1.1675393557044218,0.8459850556917777,0.0593878103294478,0,0,1,0,0,0,0,0,0,0,4,0.057147563
1562.KL,Sports Toto Berhad,Consumer Cyclical,Gambling,2023-06-30,0.1596931632254912,0.0571677765645954,0.0369407475170747,0.0687059606601023,0.1971297441720893,0.0572453213764628,1.549652490112793,46.434584260219225,36.70465075102547,13.18336088790628,2.443595728561005,0.7096058658378358,5.2507454832485525,1.2370657672632872,0.8174383606867539,0.0550388039260442,0,0,1,0,0,0,0,0,0,0,4,0.05580605
1562.KL,Sports Toto Berhad,Consumer Cyclical,Gambling,2022-06-30,0.1631683841594943,0.0571513203991029,0.0307659033818494,0.0646805861097257,0.1681328718392462,0.0493389830560452,1.6036903725425191,33.517430149035654,15.717677300027844,8.032129078462464,2.4077084979287107,0.7065476696120503,5.205873299267377,1.435903475736553,1.0572763016934428,0.0572453213764628,0,0,1,0,0,0,0,0,0,0,4,0.054269567
1589.KL,Iskandar Waterfront City Berhad,Real Estate,Real Estate—Development,2023-12-31,0.1331920054239359,0.0068276658931828,-0.0601885008737502,0.0144288156148241,-0.008534579059612,-0.0043426916282441,0.0721515167382755,2308.6401793484847,595.0955873225046,196.9535544710432,0.9652740259300632,0.4911651063384143,0.1828908554572271,3.2375175702507963,0.9251195179810624,-0.0141094361180578,0,0,0,0,0,0,0,1,0,0,1,-0.0017389003
1589.KL,Iskandar Waterfront City Berhad,Real Estate,Real Estate—Development,2022-12-31,0.1095844431451525,-0.0354490136209099,-0.348697459884363,-0.0083046406375192,-0.0432381704232386,-0.0219215846436593,0.0628670614662038,2772.9383367583937,511.6354836614046,365.8743631212228,0.9724016819990656,0.4930038799264856,-0.0505315599839864,2.883205599300088,0.6968118985126859,-0.0043426916282441,0,0,0,0,0,0,0,1,0,0,1,-0.01563214
1589.KL,Iskandar Waterfront City Berhad,Real Estate,Real Estate—Development,2021-12-31,-0.2318760068885061,-0.643297594578079,-1.5515249152824844,-0.7020721071051608,-0.0359431324023561,-0.0180035170320787,0.0116037563140266,19845.61375422773,2376.91017165713,2940.393912063134,0.9964506011971176,0.4991110727205687,-0.7164786795048143,3.446577545481958,0.4907981927341637,-0.0219215846436593,0,0,0,0,0,0,0,1,0,0,1,0.0155254025
1619.KL,DRB-HICOM Berhad,Consumer Cyclical,Auto Manufacturers,2023-12-31,0.1457689125807456,0.0278919711729822,0.0168646545762742,0.1257574265418095,0.0251777348553213,0.0045625027927438,0.2705363914872287,65.43497392546398,59.72580189188424,128.20157193152454,4.5184042616618,0.8187881944519116,1.852066538024452,0.4572398780262102,0.393705890499201,0.000960122991336,0,0,1,0,0,0,0,0,0,0,1,0.0155254025
1619.KL,DRB-HICOM Berhad,Consumer Cyclical,Auto Manufacturers,2022-12-31,0.1431821627827098,0.0283354529804507,0.0126351726300437,0.1203422559646663,0.0202300668603622,0.0038065661474405,0.301267442788183,67.01269666356983,70.23541491963391,130.2510640305314,4.314518670315153,0.8118362053019752,1.805510585794445,0.4944517588698888,0.417998328296437,0.0045625027927438,0,0,1,0,0,0,0,0,0,0,1,0.0155254025
1619.KL,DRB-HICOM Berhad,Consumer Cyclical,Auto Manufacturers,2021-12-31,0.1288630314663719,0.000987063075334,-0.0220381341777254,0.0925683069379999,-0.0299841962244606,-0.0057894484288185,0.2627013876097598,53.69343611562256,78.89507789339831,144.5629094214615,4.179111031580511,0.8069166708529071,0.3978678011932375,0.5081327487399689,0.4535651208664199,0.0038065661474405,0,0,1,0,0,0,0,0,0,0,1,0.014065076
1643.KL,Landmarks Berhad,Consumer Cyclical,Lodging,2023-12-31,0.5515051963230881,0.06554632466753,-0.0187636225795242,0.5568120794768929,-0.0003157679860169,-0.0002656455858558,0.0141574786387855,1503.754754190731,9.13162965536848,144.06676996760106,0.1886814719678831,0.1587317346298984,0.9180377818403412,0.7004122904691685,0.1136356796773902,-0.0128205300472215,0,0,1,0,0,0,0,0,0,0,1,0.0155254025
1643.KL,Landmarks Berhad,Consumer Cyclical,Lodging,2022-12-31,0.5690286984806686,-1.190348746242846,-1.782146827520896,-0.5435418124922798,-0.0237578622479812,-0.0191922860161872,0.0107691946139394,2023.2096111588803,15.614732161238525,158.0725136142161,0.2378860041968582,0.1921711719741099,-4.674269773547752,0.7260223823014232,0.3992486665803065,-0.0002656455858558,0,0,1,0,0,0,0,0,0,0,2,0.004203176
1643.KL,Landmarks Berhad,Consumer Cyclical,Lodging,2021-12-31,-0.6340501792114696,-3.8560931899641577,-6.181541218637993,-1.353942652329749,-0.0185092868400167,-0.0151654046049753,0.0024533371320488,4206.787124369379,53.18010752688172,165.00658039043648,0.2204940997053474,0.1806597014754756,-3.999828767123288,1.5751892028254288,0.9124180121089808,-0.0191922860161872,0,0,1,0,0,0,0,0,0,0,2,-0.08021512
1651.KL,Malaysian Resources Corporation Berhad,Industrials,Engineering & Construction,2023-12-31,0.1302633704960413,0.0205112138372959,0.0398153293214948,0.0943924902167102,0.0219647602031964,0.0114229757263885,0.2868989387015248,82.0263798693943,112.64944098301864,212.82283723948183,0.92285799508923,0.4799407951320944,4.67674526880837,1.5879893626563115,1.3550840369874508,0.0070478365123315,0,0,0,0,0,0,1,0,0,0,0,0.0030482123
1651.KL,Malaysian Resources Corporation Berhad,Industrials,Engineering & Construction,2022-12-31,0.1391402534928352,0.0595695370540529,0.0202330002455491,0.077305236936208,0.014294052609026,0.0070268208533435,0.3472950510584441,103.87289660281512,112.74140024168028,167.9343052174833,1.034213324539887,0.508409473118466,5.821612671436158,1.3151454551993091,1.0240400461055184,0.0114229757263885,0,0,0,0,0,0,1,0,0,0,0,0.0017096587
1651.KL,Malaysian Resources Corporation Berhad,Industrials,Engineering & Construction,2021-12-31,0.1243030490482252,-0.0373785254879001,0.0109316705006448,0.1123744521737689,0.0034872888168457,0.0017200665083692,0.1573470869130031,246.8073998446868,251.11673013672527,252.25302643871632,1.0274151027752512,0.5067610976010102,2.328428716926344,1.4896056473283583,1.1397170379756234,0.0070268208533435,0,0,0,0,0,0,1,0,0,0,0,0.0031044995
1694.KL,Menang Corporation (M) Berhad,Real Estate,Real Estate Services,2024-06-30,0.6519590429422213,0.6988924877233309,0.2724375718315745,0.7039180858844426,0.0475920173174711,0.0252976046103247,0.0928565191660279,454.9269010236858,65.7198307386898,37.25496082375192,0.8812855229007495,0.4684485752815965,3.009714414211828,1.2289909682024047,1.011104755207322,0.022875068142842,0,0,0,0,0,0,0,1,0,0,1,0.024980124
1694.KL,Menang Corporation (M) Berhad,Real Estate,Real Estate Services,2023-06-30,0.718300948938093,0.6495368278355174,0.1951762313601446,0.6558969724356077,0.0355714868086753,0.0174354006145834,0.0893315773805018,474.0198909207572,67.75920695887935,49.767404555662495,1.040187523934626,0.5098489779648103,2.3239732106834503,1.128715091628999,0.901769508392025,0.0252976046103247,0,0,0,0,0,0,0,1,0,0,1,0.025870718
1694.KL,Menang Corporation (M) Berhad,Real Estate,Real Estate Services,2022-06-30,0.7375910746812386,0.6627504553734062,0.1378073770491803,0.6671106557377049,0.0266037524367542,0.0118586484373622,0.0860523485120114,509.1631236442517,47.56551684881602,53.839479392624725,1.2434051044919794,0.5542490306375358,2.0974152206782346,1.056902396431035,0.8209720734338083,0.0174354006145834,0,0,0,0,0,0,0,1,0,0,1,0.025068153
1724.KL,Paramount Corporation Berhad,Real Estate,Real Estate—Development,2023-12-31,0.287355322587656,0.2074730403101204,0.0938985549053002,0.1831500456408088,0.0582948530101742,0.0319268144396037,0.340013906196991,142.02129679944994,29.71918059929741,109.91399076209908,0.8258900561611346,0.4523218982294791,5.089019373881371,1.8776852961460144,1.4958818544509298,0.0374092860540828,0,0,0,0,0,0,0,1,0,0,1,0.020164391
1724.KL,Paramount Corporation Berhad,Real Estate,Real Estate—Development,2022-12-31,0.2816509019852171,0.1871442326753702,0.0888663117253358,0.1870014537490678,0.0452325381657611,0.0240984018341548,0.2711758974383588,174.79949078066608,47.96842107747349,110.78456736889656,0.8769932743694496,0.467233040386926,4.727501595631516,2.1111202053542826,1.6997004074064144,0.0319268144396037,0,0,0,0,0,0,0,1,0,0,1,0.018090539
1724.KL,Paramount Corporation Berhad,Real Estate,Real Estate—Development,2021-12-31,0.2567164354348933,0.1510073368939063,0.0633109806839646,0.1627134912842279,0.0255170006861794,0.0146098057106163,0.2307625873550348,256.1825952685132,113.16081579097998,106.90677221451038,0.7465667368620306,0.4274481593548208,4.236639815880322,2.372068314254363,1.7209231180697908,0.0240984018341548,0,0,0,0,0,0,0,1,0,0,1,0.017425857
1899.KL,Batu Kawan Berhad,Industrials,Conglomerates,2024-09-30,0.1410233549197767,0.0799719793694334,0.0129598451909597,0.0742532399612977,0.0188215745516511,0.0093264316939895,0.7196406713635238,65.07478393217494,35.82185473018565,14.633384157577302,1.018089572647678,0.5044818557344669,3.6165025577338175,1.4188980952081174,0.9226429830497804,0.0141244225896789,0,0,0,0,0,0,1,0,0,0,0,0.0005819751
1899.KL,Batu Kawan Berhad,Industrials,Conglomerates,2023-09-30,0.1262692115005489,0.0796729959769844,0.01991275279427,0.1018519273429134,0.028545317276407,0.0153856144252832,0.7726513046307905,55.25926476312081,35.84472354864524,14.705544902720614,0.8553251425239443,0.4610109155101399,8.497156392546817,1.9193379292092128,1.29929415316823,0.0093264316939895,0,0,0,0,0,0,1,0,0,0,0,0.002632577
1899.KL,Batu Kawan Berhad,Industrials,Conglomerates,2022-09-30,0.1885166306930548,0.1286082458611627,0.0416081687280321,0.1633742771957795,0.0693587862174021,0.0362882462453658,0.8721423546073483,69.37085607373871,26.81349715696918,16.851571801013908,0.9113292427643748,0.4768039029457374,27.59018848119048,1.9762987348117165,1.224945222584279,0.0153856144252832,0,0,0,0,0,0,1,0,0,0,0,0.026908256
1929.KL,Chin Teck Plantations Berhad,Consumer Defensive,Farm Products,2023-08-31,0.4367539022003386,0.2514944218162697,0.259486544302325,0.3833406965220814,0.0621435145454409,0.0585623842473709,0.2256856300769899,53.947048529254914,12.396472087323618,24.517592467361503,0.0611506915931405,0.0576267744794408,145.11372727441167,26.62181791829681,25.53815175257967,0.0905061355828871,0,0,0,1,0,0,0,0,0,0,1,0.05413486
1929.KL,Chin Teck Plantations Berhad,Consumer Defensive,Farm Products,2022-08-31,0.558351366271536,0.4503768047911705,0.4130564581084955,0.5645904244251022,0.1328887907680266,0.1263643368985532,0.3059250967221574,66.43379905342387,17.067395869151124,28.570585108886664,0.0516320825132119,0.0490970971423965,0.0,25.7775836978219,24.535565979652908,0.0585623842473709,0,0,0,1,0,0,0,0,0,0,1,0.086600244
1929.KL,Chin Teck Plantations Berhad,Consumer Defensive,Farm Products,2021-08-31,0.544775915026544,0.4065849027733655,0.3725657575918214,0.4439222132633113,0.0931575976027713,0.0882598679450427,0.236897423197274,65.15150707643404,27.29006422361716,33.10093496334877,0.0554921480369566,0.0525746668415894,0.0,23.81032566204475,22.90866819536152,0.1263643368985532,0,0,0,1,0,0,0,0,0,0,1,0.07013168
1961.KL,IOI Corporation Berhad,Consumer Defensive,Packaged Foods,2024-06-30,0.2110354450414427,0.1232037985755341,0.1155191803073847,0.2036423841059602,0.0923753299416305,0.0618318823778577,0.5352520872579728,61.44914146946641,35.61216627098172,16.060790032863043,0.4939757029734298,0.3306450713959269,9.735165521549032,3.1532135627530367,2.3462803643724697,0.0838687971231116,0,0,0,1,0,0,0,0,0,0,1,0.06440875
1961.KL,IOI Corporation Berhad,Consumer Defensive,Packaged Foods,2023-06-30,0.1952813411833767,0.1208498074897702,0.0961860529359968,0.1743037690567862,0.0954706698884376,0.0633719905129707,0.658848019838584,45.37391248377442,29.02342063916849,11.061555295707866,0.5065120902095864,0.3362150848315597,13.834314550042052,2.940196956132498,2.2485825126827814,0.0618318823778577,0,0,0,1,0,0,0,0,0,0,1,0.070985205
1961.KL,IOI Corporation Berhad,Consumer Defensive,Packaged Foods,2022-06-30,0.2468755416048836,0.1955811460519812,0.1107473665966993,0.1835519009930225,0.1528911338561744,0.0900103298239756,0.8127536806519267,51.74465383074655,27.33042551689165,12.266528591031902,0.698595418494395,0.4112782896315696,16.885212694125592,1.7804136901588656,1.3370561893592068,0.0633719905129707,0,0,0,1,0,0,0,0,0,0,4,0.0922827
1996.KL,Kretam Holdings Berhad,Consumer Defensive,Farm Products,2023-12-31,0.1396957757972178,0.1286118655089316,0.1381364036262097,0.2320939958433742,0.1208490521839813,0.0961319701645634,0.6959206092022765,84.99922190868024,34.33594078720881,11.101014038249488,0.2571161495713243,0.2045285550257235,39.19361334867664,3.5341609522240813,2.1719967750604674,0.1361283087634044,0,0,0,1,0,0,0,0,0,0,4,0.07491259
1996.KL,Kretam Holdings Berhad,Consumer Defensive,Farm Products,2022-12-31,0.1588198662891116,0.1669012677860155,0.1269642458494401,0.2256964598338601,0.1331826383616482,0.1054377660752636,0.8304524267430095,89.87242988043356,25.954716892455554,11.01138395351436,0.2631397962906359,0.2083219902210175,39.1231647634584,4.001986117241103,2.233759980740681,0.0961319701645634,0,0,0,1,0,0,0,0,0,0,4,0.085476756
1996.KL,Kretam Holdings Berhad,Consumer Defensive,Farm Products,2021-12-31,0.2274748369669682,0.2279598307995269,0.1951113640037832,0.2699060690422454,0.2075389689872938,0.1493374202405182,0.7653958087116987,114.6883722922894,35.41941782918797,16.19253787416911,0.3897318478720062,0.2804367248752152,88.91211146838157,2.032157834240457,1.031312818521065,0.1054377660752636,0,0,0,1,0,0,0,0,0,0,4,0.10233326
2038.KL,Negri Sembilan Oil Palms Berhad,Consumer Defensive,Farm Products,2023-12-31,0.3993349448958714,0.1174323686400384,0.1948695355025793,0.2125430027545383,0.0248323250389336,0.0221114767095092,0.1134681039418631,32.17699591604851,19.23300486572175,25.16873969600521,0.123051407428352,0.1095688110218609,0.0,14.641331616744129,14.235550836614284,0.0424634769106179,0,0,0,1,0,0,0,0,0,0,1,0.04157468
2038.KL,Negri Sembilan Oil Palms Berhad,Consumer Defensive,Farm Products,2022-12-31,0.5413620739374926,0.2985898798601556,0.2483658088480705,0.3777178461909485,0.0397914359250788,0.0351994659641221,0.1417242821279567,58.04071107892422,16.706469748033214,30.44024756422126,0.1304556712774328,0.1154009613928654,0.0,12.534376001110418,11.89267828632492,0.0221114767095092,0,0,0,1,0,0,0,0,0,0,1,0.044506058
2038.KL,Negri Sembilan Oil Palms Berhad,Consumer Defensive,Farm Products,2021-12-31,0.5486928168623848,0.332832502433816,0.2646309687524666,0.4223157769643746,0.0370306471326398,0.0327442149831258,0.1237353856863006,72.92783614652492,26.20345167926165,21.52691534283418,0.1309065479726087,0.1157536387133726,0.0,15.350599568870004,14.492709083241174,0.0351994659641221,0,0,0,1,0,0,0,0,0,0,1,0.045339413
2054.KL,TDM Berhad,Consumer Defensive,Farm Products,2023-12-31,0.3665979145567171,0.0437731113077593,0.0185361520576844,0.2007314865596915,0.0166941417471726,0.0063969883410852,0.3451087540271474,29.259292214035664,48.01875317543901,91.00618064372188,1.6096876931841595,0.6168123861672239,1.574508659272232,1.0585969796787376,0.9788730720159337,0.0065678888644376,0,0,0,1,0,0,0,0,0,0,1,0.025218874
2054.KL,TDM Berhad,Consumer Defensive,Farm Products,2022-12-31,0.3610434720332307,0.0642998053296699,-0.0414276692297175,0.2221113592416321,-0.0387462132168247,-0.0152823469438608,0.3688922700217538,36.469595498233375,28.78308256235636,93.1419131489185,1.5353575180014918,0.6055783088184522,2.518343244827875,0.9881161618414596,0.8714695692257364,0.0063969883410852,0,0,0,1,0,0,0,0,0,0,1,0.0193326
2054.KL,TDM Berhad,Consumer Defensive,Farm Products,2021-12-31,0.382007185553831,0.092849240200007,-0.0576994499415538,0.3667271326981793,-0.0416463264943324,-0.0169164476033122,0.2931821294734628,37.784497428468406,32.48799801400362,105.01107055422358,1.4618836927782748,0.5938069686503004,4.306748466257669,1.3774284675598425,1.2682729155618702,-0.0152823469438608,0,0,0,1,0,0,0,0,0,0,1,0.022549327
2062.KL,Harbour-Link Group Berhad,Industrials,Integrated Freight & Logistics,2024-06-30,0.2022129687743925,0.1198162985288292,0.0915316084538423,0.1845255731810019,0.0922874939059325,0.07393595213328,0.8077641525393338,21.824750978739942,83.53465328775285,61.48444413162039,0.2482086352194558,0.1988518811807584,50.51910200866483,3.7540900156532384,3.51187600367126,0.0877061361764885,0,0,0,0,0,0,1,0,0,0,0,0.057421237
2062.KL,Harbour-Link Group Berhad,Industrials,Integrated Freight & Logistics,2023-06-30,0.2585122550438731,0.180773984917234,0.1468105573349271,0.2387672738394307,0.1715491355987312,0.1358403579302003,0.9252764950704472,19.206608828099828,62.47423282144078,59.76541004155025,0.2628731123255677,0.2081548096637274,62.68802731855687,3.8424203738668106,3.624441191988237,0.07393595213328,0,0,0,0,0,0,1,0,0,0,0,0.0963223
2062.KL,Harbour-Link Group Berhad,Industrials,Integrated Freight & Logistics,2022-06-30,0.2822059426152283,0.209216871543016,0.1650019446757383,0.2598395622681249,0.2094648097992784,0.1556545587573857,0.9433498439262514,20.78374917229314,78.7475997777992,70.74738447625482,0.3457030200173273,0.2568939913747656,56.47777560515175,2.995780350219705,2.801374646460185,0.1358403579302003,0,0,0,0,0,0,1,0,0,0,0,0.12403925
2089.KL,United Plantations Berhad,Consumer Defensive,Farm Products,2023-12-31,0.7117589293870467,0.4454277725483654,0.3513822528308331,0.5169249268213248,0.2468319953128596,0.2168678501227936,0.6171849840896799,186.9739437019992,34.77764406369027,12.052269333383856,0.1381677605652468,0.121394899198892,1250.657295850067,6.348904687466541,4.756734619585002,0.22048325688724,0,0,0,1,0,0,0,0,0,0,4,0.19488728
2089.KL,United Plantations Berhad,Consumer Defensive,Farm Products,2022-12-31,0.6384535121567929,0.3276206374403135,0.2392564362766461,0.3783684480087545,0.2071371792722361,0.1812956490297698,0.7577461733156563,106.45947075515276,21.40485675248369,10.263693055586106,0.1425380607905435,0.1247556345667108,367.1267301038062,5.96033799260701,4.6921866706197966,0.2168678501227936,0,0,0,1,0,0,0,0,0,0,4,0.18351784
2089.KL,United Plantations Berhad,Consumer Defensive,Farm Products,2021-12-31,0.657809609330203,0.3325861748468882,0.254900215492441,0.3855106659414737,0.1930144149652593,0.1643867200483073,0.6449061634990346,98.2545434425829,43.23802964570131,12.705586645167411,0.1741484647211124,0.1483189476915738,26286.384615384617,3.884433401089077,3.2477344881268824,0.1812956490297698,0,0,0,1,0,0,0,0,0,0,4,0.18363243
